1;Nazwa;Nazwa_IZFiA;Nazwa.2;Oplaty_biezace;Forma_prawna;TFI;Zarzadzajacy1;Od_kiedy1;Zarzadzajacy2;Od_kiedy2;Zarzadzajacy3;Od_kiedy3;Zarzadzajacy4;Od_kiedy4;Zarzadzajacy5;Od_kiedy5;Data_utworzenia;Pierwsza_wplata;Nastepna_wplata;Wycena;Aktywa;Lokalizacja;Profil;Benchmark;OZZ;OZN;OZU;OZW;TER;
3440;PZU Zrównowa¿ony;PZU Zrównowa¿ony;;3,20;FIO;PZU;Konrad Augustyñski;01.12.2010;Pawe³ Kowalski;01.05.2011;Jakub Chruœciel;01.02.2016;Justyna Trojan;01.05.2016;Marcin Wlaz³o;01.01.2018;18.11.2005;100;100;codziennie;126.1;zagraniczne;mieszane polskie;50% WIG + 50% Treasury BondSpot Poland;3;3;0;0;2.34;
3441;QUERCUS Agresywny;Quercus Agresywny;;3,38;SFIO;Quercus;Sebastian Buczek;01.03.2008;Bart³omiej Cendecki;01.04.2012;;;;;;;28.03.2008;20000;1;codziennie;261.5;polskie;akcji ;100% WIG;3.3;3.3;0;20;3.39;
NA;QUERCUS Europa;;;3,76;SFIO;Quercus;Marek Buczak;01.01.2012;Sebastian Buczek;01.01.2012;;;;;;;28.03.2008;20000;1;codziennie;27.4;zagraniczne;akcji ;100% STOXX Europe 600 Price;3.3;3.3;0;20;;
3442;QUERCUS Global Growth;QUERCUS Global Growth;;2,06;SFIO;Quercus;Sebastian Buczek;01.05.2017;Arkadiusz Bebel;01.05.2017;;;;;;;30.05.2017;20000;1;codziennie;10.3;zagraniczne;akcji ;100% MSCI World Index;3.3;3.3;0;20;2.1;
3443;QUERCUS Gold;Quercus Gold;;3,89;SFIO;Quercus;Wojciech Zych;01.10.2013;Krzysztof Grudzieñ;01.01.2014;Arkadiusz Bebel;01.07.2014;;;;;07.05.2012;200000;1;codziennie;84.5;zagraniczne;rynku surowców;fundusz nie posiada benchmarku;3.8;3.8;0;0;3.9;
3449;QUERCUS lev;Quercus lev;;3,85;SFIO;Quercus;Wojciech Zych;01.05.2010;Krzysztof Grudzieñ;01.01.2014;Arkadiusz Bebel;01.07.2014;;;;;28.05.2010;200000;1;codziennie;139.5;polskie;akcji ;100% WIG20lev;3.8;3.8;0;0;3.86;
3444;QUERCUS Ochrony Kapita³u;Quercus Ochrony Kapita³u;;1,04;SFIO;Quercus;Sebastian Buczek;01.03.2008;Krzysztof Grudzieñ;01.03.2008;;;;;;;28.03.2008;20000;1;codziennie;1698.9;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;1;0;0;10;1.3;
3445;QUERCUS Rosja;Quercus Rosja;;4,49;SFIO;Quercus;Marek Buczak;01.05.2010;Sebastian Buczek;01.05.2010;;;;;;;28.05.2010;20000;1;codziennie;44.8;zagraniczne;akcji ;100% RTS;3.8;3.3;0;20;4.99;
3446;QUERCUS Selektywny;Quercus Selektywny;;2,86;SFIO;Quercus;Sebastian Buczek;01.03.2008;Wojciech Zych;01.04.2008;Krzysztof Grudzieñ;01.01.2014;;;;;28.03.2008;20000;1;codziennie;288.3;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;2.8;2.8;0;10;2.86;
3450;QUERCUS short;Quercus short;;4,06;SFIO;Quercus;Wojciech Zych;01.05.2010;Krzysztof Grudzieñ;01.01.2014;Arkadiusz Bebel;01.07.2014;;;;;28.05.2010;200000;1;codziennie;33.3;polskie;akcji ;100% WIG20short;3.8;3.8;0;0;4.07;
3447;QUERCUS Stabilny;QUERCUS Stabilny;;2,57;SFIO;Quercus;Sebastian Buczek;01.10.2013;Bart³omiej Cendecki;01.10.2013;Krzysztof Grudzieñ;01.01.2014;Arkadiusz Bebel;01.01.2017;;;30.10.2013;20000;1;codziennie;127.7;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;2.5;2.5;0;10;2.59;
3472;Raiffeisen Aktywnego Inwestowania;Raiffeisen Aktywnego Inwestowania;Quercus Turcja;3,19;SFIO;Raiffeisen;Jacek Wiœniewski;01.12.2017;Mariusz Adamiak;01.12.2017;;;;;;;09.07.2014;100;100;codziennie;241.3;zagraniczne;absolutnej stopy zwrotu;100% WIBOR 12M + 5%;3;3;0;20;3.28;
3474;Raiffeisen Aktywnego Oszczêdzania;Raiffeisen Aktywnego Oszczêdzania;;1,33;SFIO;Raiffeisen;Jacek Wiœniewski;01.12.2017;Mariusz Adamiak;01.12.2017;;;;;;;09.07.2014;100;100;codziennie;48.5;polskie;gotówkowe i pieniê¿ne ;100% WIBOR 12M + 0,5%;1;0;0;0;1.38;
3476;Raiffeisen Aktywnych Strategii D³u¿nych;Raiffeisen Aktywnych Strategii D³u¿nych;;1,83;SFIO;Raiffeisen;Jacek Wiœniewski;01.12.2017;Mariusz Adamiak;01.12.2017;;;;;;;09.07.2014;100;100;codziennie;126.4;polskie;d³u¿ne ;100% WIBOR 12M + 2%;1.5;1;0;20;2.29;
3478;Raiffeisen Globalnych Mo¿liwoœci;Raiffeisen Globalnych Mo¿liwoœci;;2,84;SFIO;Raiffeisen;Jacek Wiœniewski;01.12.2017;Mariusz Adamiak;01.12.2017;;;;;;;09.07.2014;100;100;codziennie;90.5;zagraniczne;absolutnej stopy zwrotu;100% WIBOR 12M + 3%;2.5;2;0;20;2.92;
1629;Rockbridge Akcji Globalnych;Rockbridge Subfundusz Akcji Globalny;;3,30;FIO;Rockbridge;Monika Zduñska;01.10.2017;Pawe³ Sugalski;01.01.2018;Jakub Ryba;01.01.2018;Micha³ Bary³a;01.01.2018;Marcin Winnicki;01.10.2017;08.05.2009;1000;100;codziennie;15.4;zagraniczne;akcji ;90% MSCI World TR Gross USD (przeliczony na PLN) + 10% WIBID 3M;3;4;0;0;3.59;
1627;Rockbridge Akcji Ma³ych i Œrednich Spó³ek;;;4,03;FIO;Rockbridge;Monika Zduñska;01.03.2012;Marcin Winnicki;01.03.2012;Jakub Ryba;01.01.2018;Micha³ Bary³a;01.01.2018;Pawe³ Sugalski;01.01.2018;08.02.2000;1000;100;codziennie;104.9;polskie;akcji ;90% mWIG40 + 10% POLONIA;4;4;0;0;4.06;
1626;Rockbridge Akcji;Rockbridge Subfundusz Akcji;;4,05;FIO;Rockbridge;Marcin Winnicki;01.01.2007;Monika Zduñska;01.03.2012;Jakub Ryba;01.01.2018;Micha³ Bary³a;01.01.2018;Pawe³ Sugalski;01.01.2018;28.07.1999;1000;100;codziennie;104;polskie;akcji ;95% WIG + 5% WIBID 3M;4;4;0;0;4.19;
1630;Rockbridge Akcji Rynków Wschodz¹cych;Rockbridge Subfundusz Akcji Rynków Wschodz¹cych;Rockbridge Subfundusz Akcji Dynamicznych Spó³ek;4,41;FIO;Rockbridge;Marcin Winnicki;01.08.2016;Monika Zduñska;01.08.2016;Jakub Ryba;01.01.2018;Micha³ Bary³a;01.01.2018;Pawe³ Sugalski;01.01.2018;01.02.2001;1000;100;codziennie;17.4;zagraniczne;akcji ;90% MSCI Emerging Markets TR Gross USD (przeliczony na PLN) + 10% WIBID 3M;4;4;0;0;4.58;
1632;Rockbridge Dywidendowy;Rockbridge Subfundusz Dywidendowy;Rockbridge Subfundusz Pieniê¿ny;3,72;FIO;Rockbridge;Pawe³ Sugalski;01.01.2018;Jakub Ryba;01.01.2018;Micha³ Bary³a;01.01.2018;Marcin Winnicki;01.01.2018;Monika Zduñska;01.01.2018;15.02.2016;1000;100;codziennie;10.6;zagraniczne;akcji ;fundusz nie posiada benchmarku;3.5;4;0;0;4.28;
1625;Rockbridge FIO Strategii Akcyjnej;Rockbridge FIO Strategii Akcyjnej;Rockbridge Subfundusz Globalny ¯ywnoœci i Surowców;2,69;FIO;Rockbridge;Marcin Winnicki;01.09.2013;Monika Zduñska;01.09.2013;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;Jakub Ryba;01.01.2018;20.10.2008;1000;100;codziennie;5.1;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;2.5;2.5;0;20;3.09;
1638;Rockbridge Lokata Plus;;;0,82;FIO;Rockbridge;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;;;;;;;16.07.2014;1000;100;codziennie;344.8;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M;0.8;0;0;20;1.28;
1635;Rockbridge Obligacji 2;Rockbridge Subfundusz Obligacji 2;;2,06;FIO;Rockbridge;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;;;;;;;22.04.1999;1000;100;codziennie;56.8;polskie;d³u¿ne ;70% Citigroup Poland Government Bond Index All Maturities Local Terms + 30% WIBID 3M;2;0.8;0;0;2.08;
1636;Rockbridge Obligacji Korporacyjnych;Rockbridge Subfundusz Obligacji Korporacyjnych;;1,06;FIO;Rockbridge;Marcin Winnicki;01.01.2014;Monika Zduñska;01.01.2014;£ukasz Stelmasiak;01.10.2017;Pawe³ Sugalski;01.01.2018;Jakub Ryba;01.01.2018;31.01.2000;1000;100;codziennie;140.9;polskie;d³u¿ne ;100% WIBID 6M + 1 pkt proc.;1;1.5;0;25;1.34;
1634;Rockbridge Obligacji;Rockbridge Subfundusz Obligacji 1;;2,07;FIO;Rockbridge;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;;;;;;;03.08.1999;1000;100;codziennie;134.6;polskie;d³u¿ne ;70% Citigroup Poland Government Bond Index All Maturities Local Terms (SBPLL Index)+ 30% WIBID 3M;2;0.8;0;0;2.08;
1633;Rockbridge Rynków Surowcowych;;;4,05;FIO;Rockbridge;Pawe³ Sugalski;01.01.2018;Jakub Ryba;01.01.2018;Micha³ Bary³a;01.01.2018;Marcin Winnicki;01.01.2018;Monika Zduñska;01.01.2018;16.12.2008;1000;100;codziennie;36.9;zagraniczne;rynku surowców;75% Reuters/Jefferies CRB Excess Return Index + 25% WIBID3M;3.75;4;0;0;3.95;
1639;Rockbridge Selektywny;Rockbridge Subfundusz Selektywny;;3,02;FIO;Rockbridge;Marcin Winnicki;01.03.2012;Monika Zduñska;01.03.2012;Pawe³ Sugalski;01.01.2018;Jakub Ryba;01.01.2018;Micha³ Bary³a;01.01.2018;08.05.2009;1000;100;codziennie;106.7;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;3;4;0;0;3.13;
1640;Rockbridge Skarbowy;Rockbridge Subfundusz Skarbowy;;1,51;FIO;Rockbridge;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;;;;;;;21.04.1997;1000;100;codziennie;146.1;polskie;gotówkowe i pieniê¿ne ;100% indeks POLONIA;1.5;0;0;0;1.52;
1641;Rockbridge Stabilnego Wzrostu;Rockbridge Subfundusz Stabilnego Wzrostu;;3,04;FIO;Rockbridge;Marcin Winnicki;01.01.2007;Monika Zduñska;01.03.2012;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;Jakub Ryba;01.01.2018;21.04.1997;1000;100;codziennie;174.3;zagraniczne;mieszane polskie;70% FTSE Russell Polish Government LCY Total Return 1-3 Years + 30% WIG;3;2.5;0;0;3.09;
1643;Rockbridge Superior Akcji;Rockbridge Subfundusz Superior Akcji;;1,51;FIO;Rockbridge Superior;Marcin Winnicki;01.06.2015;Monika Zduñska;01.06.2015;Micha³ Bary³a;01.01.2018;Pawe³ Sugalski;01.01.2018;Jakub Ryba;01.01.2018;22.06.2015;500000;1000;codziennie;2.1;polskie;akcji ;95% WIG + 5% WIBID 3M;0.7;0;0;25;1.67;
1644;Rockbridge Superior Obligacji;Rockbridge Subfundusz Superior Obligacji;;0,79;FIO;Rockbridge Superior;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;;;;;;;22.06.2015;500000;1000;codziennie;8.6;polskie;d³u¿ne ;100% Citigroup Poland Government Bond Index All Maturities Local Terms;0.35;0;0;25;0.82;
1645;Rockbridge Superior Pieniê¿ny;Rockbridge Subfundusz Superior Pieniê¿ny;;0,60;FIO;Rockbridge Superior;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;;;;;;;22.06.2015;500000;1000;codziennie;9.2;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M;0.3;0;0;25;1.14;
1646;Rockbridge Superior Rynku Surowców;Rockbridge Subfundusz Superior Rynku Surowców;;1,30;FIO;Rockbridge Superior;Jakub Ryba;01.01.2018;Pawe³ Sugalski;01.01.2018;Micha³ Bary³a;01.01.2018;Marcin Winnicki;01.01.2018;Monika Zduñska;01.01.2018;11.05.2016;500000;1000;codziennie;0.9;zagraniczne;rynku surowców;75% Thomson Reuters/Jefferies CRB Excess Return + 25% WIBID 3M;0.6;0;0;25;3.17;
1647;Rockbridge Superior Selektywny;Rockbridge Subfundusz Superior Selektywny;;0,88;FIO;Rockbridge Superior;Marcin Winnicki;01.06.2015;Monika Zduñska;01.06.2015;Micha³ Bary³a;01.01.2018;Pawe³ Sugalski;01.01.2018;Jakub Ryba;01.01.2018;22.06.2015;500000;1000;codziennie;6.8;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;0.5;0;0;25;4.07;
1642;Rockbridge Zrównowa¿ony;Rockbridge Subfundusz Zrównowa¿ony;;4,04;FIO;Rockbridge;Marcin Winnicki;01.01.2007;Monika Zduñska;01.03.2012;£ukasz Stelmasiak;01.10.2017;Katarzyna Rokicka;01.11.2017;Micha³ Bary³a;01.01.2018;03.11.1999;1000;100;codziennie;126.6;zagraniczne;mieszane polskie;50% FTSE Russell Polish Government LCY Total Return 1-3 Years + 50% WIG;4;3;0;0;4.12;
3966;SGB D³u¿ny;SGB D³u¿ny (UniFundusze SFIO);;0,90;SFIO;UniFundusze;Adam Szymko;01.01.2018;;;;;;;;;21.03.2016;1000;1000;codziennie;41.5;polskie;d³u¿ne ;100% Bloomberg Barclays Series-E Poland Govt 1-5 Yr Bond Index;0.9;1;0;30;0.9;
3967;SGB Gotówkowy;SGB Gotówkowy (UniFundusze SFIO);;0,90;SFIO;UniFundusze;Marek Warmuz;01.08.2013;;;;;;;;;20.08.2013;1000;1000;codziennie;249.5;polskie;gotówkowe i pieniê¿ne ;100% WIBID 1M + 50 punktów bazowych;0.9;0;0;33;0.9;
3968;SGB Zagraniczny;SGB Zagraniczny (UniFundusze SFIO);;2,42;SFIO;UniFundusze;Marek Straszak;01.01.2016;;;;;;;;;11.09.2015;1000;1000;codziennie;23.3;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;2.3;0;0;30;2.3;
3148;SIGMA Obligacji Plus;KBC SIGMA Obligacji Plus;;1,36;SFIO;GAMMA;Karol Chrystowski;01.05.2018;Robert Florczykowski;01.05.2018;Jacek Lichocki;01.05.2018;Rafa³ Matulewicz;01.05.2018;Lech Mularzuk;01.05.2018;01.07.2016;160000;1000;codziennie;26.5;polskie;d³u¿ne ;100% (WIBID 3M + 0,25%), pomniejszone o koszty sta³e funduszu (w tym op³ata za zarz¹dzanie);0.79;0.8;0;0;1.36;
3872;Skarbiec Akcja;Subfundusz Akcji SKARBIEC-AKCJA;;4,04;FIO;Skarbiec;Jakub Menc;01.10.2017;;;;;;;;;09.10.1997;100;50;codziennie;295.6;polskie;akcji ;90% WIG20 + 10% WIBID 3M, pomniejszone o koszty sta³e funduszu;4;5.5;0;25;5.59;
3875;Skarbiec Depozytowy DPW;Subfundusz D³u¿nych Papierów Wartoœciowych SKARBIEC-DEPOZYTOWY;;1,63;FIO;Skarbiec;Jakub Krawczyk;01.02.2016;;;;;;;;;31.03.1998;100;50;codziennie;212.4;polskie;d³u¿ne ;90% Citigroup Poland Government Bond Index + 10% WIBID 3M, pomniejszone o koszty sta³e funduszu;1.55;1;0;25;1.9;
3879;Skarbiec Emerging Markets Opportunities;Skarbiec - emerging markets opportunities;;3,08;SFIO;Skarbiec - Global Funds;Tomasz Wronka;01.11.2017;;;;;;;;;02.12.2013;1000;100;codziennie;52.7;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.04;5.5;0;0;2.06;
3877;Skarbiec Globalny Ma³ych i Œrednich Spó³ek;Subfundusz Skarbiec - Globalny MiŒ;Skarbiec - Europe Strategic Dividend;4,37;FIO;Skarbiec;Bartosz Szymañski;01.10.2016;;;;;;;;;03.01.2008;500;100;codziennie;56.9;zagraniczne;akcji ;100% MSCI World Mid Cap Index (PLN), pomniejszone o koszty zarz¹dzania;4;5.5;0;25;6.43;
NA;Skarbiec Global Bond Opportunities;;Skarbiec - Global Healthcare;1,92;SFIO;Skarbiec - Global Funds;Tomasz Wronka;01.03.2018;;;;;;;;;02.12.2013;1000;100;codziennie;5.3;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;1.3;2.5;0;0;;
3882;Skarbiec Global High Yield Bond;Skarbiec - global high yield bond;;1,88;SFIO;Skarbiec - Global Funds;Tomasz Wronka;01.11.2017;;;;;;;;;02.12.2013;1000;100;codziennie;24.1;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1.3;2.5;0;0;1.3;
3883;Skarbiec Global Income;Skarbiec - Global Income;;1,13;SFIO;Skarbiec - Global Funds;Tomasz Wronka;01.11.2017;;;;;;;;;09.05.2016;1000;100;codziennie;6.8;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.04;5.5;0;0;0.44;
4596;Skarbiec Global Select Equity;;;2,97;SFIO;Skarbiec - Global Funds;Tomasz Wronka;01.03.2018;;;;;;;;;02.12.2013;1000;100;codziennie;4;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.04;5.5;0;0;;
3878;Skarbiec III Filar;Subfundusz SKARBIEC-III FILAR;Skarbiec - global strategic bond;3,06;FIO;Skarbiec;Micha³ Stalmach;01.10.2017;;;;;;;;;15.07.1999;100;50;codziennie;161.8;zagraniczne;mieszane polskie;70% Citigroup Poland Government Bond Index + 30% WIG20, pomniejszone o koszty sta³e funduszu;3;2.5;0;25;4.05;
3887;Skarbiec Kasa Pieniê¿ny;Subfundusz Pieniê¿ny SKARBIEC-KASA;Skarbiec - highbridge US STEEP;0,93;FIO;Skarbiec;Jakub Krawczyk;01.03.2014;;;;;;;;;09.10.1997;100;50;codziennie;711.3;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M, pomniejszone o op³aty za zarz¹dzanie;0.9;0;0;25;0.85;
3889;Skarbiec Lokacyjny;Subfundusz Skarbiec Lokacyjny;;1,65;FIO;Skarbiec;Tomasz Wronka;01.03.2014;;;;;;;;;13.04.2011;1000;100;codziennie;254.2;zagraniczne;d³u¿ne ;90% Citigroup Poland Government Bond Index + 10% WIBID 3M, pomniejszone o koszty sta³e funduszu;1.55;2.5;0;25;2.02;
3893;Skarbiec Ma³ych i Œrednich Spó³ek;SUBFUNDUSZ SKARBIEC-MA£YCH I ŒREDNICH SPÓ£EK;;4,06;FIO;Skarbiec;Micha³ Stalmach;01.10.2017;;;;;;;;;20.06.2007;100;50;codziennie;144;polskie;akcji ;10% WIBID 3M + 90% mWIG40, pomniejszone o koszt wynagrodzenia sta³ego za zarz¹dzanie;4;5.5;0;25;6.09;
3891;Skarbiec Market Neutral;Subfundusz SKARBIEC-MARKET NEUTRAL;;3,96;FIO;Skarbiec;Bartosz Szymañski;01.10.2015;;;;;;;;;28.08.2012;1000;100;codziennie;29;zagraniczne;absolutnej stopy zwrotu;zmiana wartoœci portfela wzorcowego przy zastosowaniu stopy zwrotu na poziomie 10% w skali roku;3;5.5;0;25;4.62;
3892;Skarbiec Market Opportunities;Subfundusz Skarbiec - Market Opportunities;Skarbiec - Global Macro Opportunities;3,23;FIO;Skarbiec;Pawe³ Gierczak;01.10.2015;;;;;;;;;16.01.2007;500;100;codziennie;104.7;zagraniczne;absolutnej stopy zwrotu;zmiana wartoœci portfela wzorcowego przy zastosowaniu stopy zwrotu na poziomie 10% w skali roku;3;2.5;0;25;4.66;
3896;Skarbiec Obligacja Instrumentów D³u¿nych;Subfundusz Instrumentów D³u¿nych SKARBIEC-OBLIGACJA;;1,61;FIO;Skarbiec;Grzegorz Zatryb;01.02.2016;;;;;;;;;14.04.1999;100;50;codziennie;244.7;polskie;d³u¿ne ;90% Citigroup Poland Government Bond Index + 10% WIBID 3M, pomniejszone o koszty sta³e funduszu;1.55;1;0;25;1.96;
3898;Skarbiec Obligacji Globalnych;Subfundusz Skarbiec - Obligacji Globalnych;;1,06;FIO;Skarbiec;Jakub Krawczyk;01.11.2015;;;;;;;;;25.11.2015;500;100;codziennie;365.8;zagraniczne;d³u¿ne ;100% WIBID3M + 2% w skali roku;1;1;0;20;1.06;
3899;Skarbiec Rynków Rozwiniêtych;subfundusz SKARBIEC - RYNKÓW ROZWINIÊTYCH;;2,99;FIO;Skarbiec;Paulina Brandstätter;01.03.2016;;;;;;;;;26.02.2001;100;50;codziennie;19;zagraniczne;akcji ;10% WIBID 3M + 90% MSCI World Index (PLN), pomniejszone o koszty zarz¹dzania;2.5;5.5;0;25;2.68;
3901;Skarbiec Rynków Surowcowych;Subfundusz Skarbiec - Rynków Surowcowych;;4,15;FIO;Skarbiec;Tomasz Wronka;01.10.2011;;;;;;;;;07.01.2008;500;100;codziennie;64.2;zagraniczne;rynku surowców;100% Reuters/Jefferies CRB Index, pomniejszone o koszty zarz¹dzania;4;5.5;0;25;4.15;
3902;Skarbiec Rynków Wschodz¹cych;Subfundusz SKARBIEC – RYNKÓW WSCHODZ¥CYCH;;4,25;FIO;Skarbiec;Paulina Brandstätter;01.03.2016;;;;;;;;;31.03.1998;100;50;codziennie;7.8;zagraniczne;akcji ;zmiana wartoœci portfela wzorcowego przy zastosowaniu stopy zwrotu na poziomie 10% w skali roku;4;5.5;0;25;4.26;
3904;Skarbiec Spó³ek Wzrostowych;Subfundusz Skarbiec - Spó³ek Wzrostowych;;4,05;FIO;Skarbiec;Bartosz Szymañski;01.10.2015;;;;;;;;;21.05.2007;1000;100;codziennie;479.3;zagraniczne;akcji ;90% WIG + 10% WIBID 3M, pomniejszone o koszt wynagrodzenia sta³ego za zarz¹dzanie;4;5.5;0;25;6.68;
3909;Skarbiec Top Brands;Subfundusz Skarbiec - Top Brands;;4,37;FIO;Skarbiec;Bartosz Szymañski;01.10.2015;;;;;;;;;02.10.2008;500;100;codziennie;73.7;zagraniczne;akcji ;stopa zwrotu na poziomie 10% w skali roku;4;5.5;0;25;6.34;
3910;Skarbiec Waga Zrównowa¿ony;Subfundusz Zrównowa¿ony SKARBIEC-WAGA;;4,08;FIO;Skarbiec;Jakub Menc;01.10.2017;;;;;;;;;09.10.1997;100;50;codziennie;129.9;zagraniczne;mieszane polskie;60% Citigroup Poland Government Bond Index + 40% WIG20, pomniejszone o koszty sta³e ponoszone przez fundusz;4;5.5;0;25;5.14;
3905;Skarbiec - Top Funduszy Akcji SFIO;Skarbiec-Top Funduszy Akcji SFIO;;4,27;SFIO;Skarbiec;Tomasz Wronka;01.07.2011;;;;;;;;;14.02.2005;100;50;codziennie;36.4;polskie;akcji ;70% WIG20 + 30% WIBID 3M, pomniejszone o sta³¹ op³atê za zarz¹dzanie;3;5.5;0;25;1.63;
3906;Skarbiec - Top Funduszy Stabilnych SFIO;SKARBIEC-TOP Funduszy Stabilnych SFIO;;3,03;SFIO;Skarbiec;Tomasz Wronka;01.07.2011;;;;;;;;;14.02.2005;100;50;codziennie;44.4;zagraniczne;mieszane polskie;30% WIG20 + 70% 52-tygodniowe bony skarbowe, pomniejszone o sta³¹ op³atê za zarz¹dzanie;2;2.5;0;25;1.33;
3919;SKOK Etyczny 2;Subfundusz SKOK Etyczny 2;;4,15;FIO;SKOK;Andrzej Lis;01.02.2015;Piotr Osiecki;01.03.2015;Tomasz Gaszyñski;01.03.2015;Andrzej Zydorowicz;01.03.2015;Witold Chuœæ;01.03.2015;18.08.2010;200;200;codziennie;70.5;polskie;akcji ;fundusz nie posiada benchmarku;3.87;4;0;0;4.2;
3916;SKOK FIO Rynku Pieniê¿nego;SKOK FIO Rynku Pieniê¿nego;;1,08;FIO;SKOK;Andrzej Lis;01.02.2015;Piotr Osiecki;01.03.2015;Tomasz Gaszyñski;01.03.2015;Andrzej Zydorowicz;01.03.2015;Witold Chuœæ;01.03.2015;21.07.2004;200;200;codziennie;325.4;polskie;gotówkowe i pieniê¿ne ;fundusz nie posiada benchmarku;1.25;0.1;0;0;1.08;
3920;SKOK Gotówkowy;Subfundusz SKOK Gotówkowy;;1,55;FIO;SKOK;Witold Chuœæ;01.07.2015;Tomasz Gaszyñski;01.07.2015;Andrzej Lis;01.07.2015;Piotr Osiecki;01.07.2015;Remigiusz Zalewski;01.07.2015;25.06.2010;200;200;codziennie;109;polskie;gotówkowe i pieniê¿ne ;fundusz nie posiada benchmarku;1.45;0;0;0;1.55;
3921;SKOK Obligacji;Subfundusz SKOK Obligacji;;1,74;FIO;SKOK;Piotr Osiecki;01.06.2015;Tomasz Gaszyñski;01.06.2015;Andrzej Zydorowicz;01.06.2015;Witold Chuœæ;01.06.2015;Remigiusz Zalewski;01.06.2015;21.05.2007;200;200;codziennie;78.8;polskie;d³u¿ne ;fundusz nie posiada benchmarku;1.65;0.75;0;0;1.74;
3922;SKOK Stabilny Zmiennej Alokacji;Subfundusz SKOK Stabilny ZA;;2,76;FIO;SKOK;Witold Chuœæ;01.07.2015;Tomasz Gaszyñski;01.07.2015;Andrzej Lis;01.07.2015;Piotr Osiecki;01.07.2015;Remigiusz Zalewski;01.07.2015;18.07.2005;200;200;codziennie;22.8;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;2.5;2.5;0;0;2.79;
3923;Superfund Akcji;Superfund Akcji;;5,22;SFIO;Superfund;Filip Nowicki;01.02.2015;Aleksander Szymerski;01.05.2017;;;;;;;17.10.2007;168000;500;codziennie;2.9;polskie;akcji ;fundusz nie posiada benchmarku;2.5;4.5;2;0;4.4;
3935;Superfund Akcyjny;Akcyjny;;4,51;SFIO;Superfund;Filip Nowicki;01.02.2015;Aleksander Szymerski;01.05.2017;;;;;;;10.12.2013;100;100;codziennie;7.6;polskie;akcji ;fundusz nie posiada benchmarku;2.6;4.5;0;0;3.95;
3936;Superfund Alternatywny;Alternatywny;;0,70;SFIO;Superfund;Filip Nowicki;01.02.2015;Aleksander Szymerski;01.05.2017;;;;;;;10.12.2013;100;100;codziennie;6.4;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;1.5;4.5;0;0;3.32;
NA;Superfund BLUE;Superfund Subfundusz Blue;;6,48;SFIO;Superfund;Departament Zarz¹dzania i Analiz;01.12.2005;;;;;;;;;21.12.2005;168000;500;codziennie;1.3;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;1.2;4.5;2;0;3.62;
3932;Superfund Goldfuture;Superfund GoldFuture;;8,60;SFIO;Superfund;Departament Zarz¹dzania i Analiz;01.10.2007;;;;;;;;;17.10.2007;168000;500;codziennie;8.5;zagraniczne;rynku surowców;fundusz nie posiada benchmarku;1.5;4.5;2;0;3.15;
3929;Superfund GREEN;Superfund Subfundusz Green;;8,05;SFIO;Superfund;Departament Zarz¹dzania i Analiz;01.12.2005;;;;;;;;;21.12.2005;168000;500;codziennie;6.3;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;1.2;4.5;2;0;2.64;
3937;Superfund Obligacyjny;Obligacyjny;;2,74;SFIO;Superfund;Filip Nowicki;01.02.2015;Aleksander Szymerski;01.05.2017;;;;;;;10.12.2013;100;100;codziennie;6;polskie;d³u¿ne ;fundusz nie posiada benchmarku;0.95;1.5;0;0;2.45;
