Lp;Nazwa funduszu;Forma prawna;Zarz¹dzaj¹cy;Zarz¹dzaj¹cy od;;;;;;;;;;;Rok uruchomienia;Pierwsza wp³ata;Nastêpna wp³ata;Jak czêsto wycena SFIO;Aktywa;Typ;Benchmark;Benchmark_2;Benchmark_3;Benchmark_4;Benchmark_5;Benchmark_6;Benchmark_7;Benchmark_8;Polityka inwestycyjna (min. akcji);Udzia³ akcji;Op³ata za zarz¹dzanie;Op³ata za nabycie;Op³ata za umorzenie;Op³ata za wynik;Op³ata za wynik_2;TER;Op³aty bie¿¹ce;Inne;Inne_2;Inne_3;Nazwa IZFiA;TFI;
455;Raiffeisen Globalnych Mo¿liwoœci (Raiffeisen SFIO Parasolowy);SFIO;;;;;;;;;;;;;2014;100;100;codziennie;130.8;absolutnej stopy zwrotu;100% WIBOR 12M;+ 3 p.p.;;;;;;;;17.52;2.5;2;0;20%;ponad benchmark;3.47;3.33;w inne fundusze Reiffeisen;;;Raiffeisen Globalnych Mo¿liwoœci;Raiffesen;
456;SGB D³u¿ny (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2016;100000;10000;codziennie;40.9;d³u¿ne;100% BPOL15;;;;;;;;;;0.9;0;0;30%;wzrostu w ci¹gu roku;0.81;1;;;;;SGB;
457;SGB Gotówkowy (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2013;1000;1000;codziennie;144.7;pieniê¿ne;100% WIBID 1M;+ 0.5 p.p.;;;;;;;;;0.9;0;0;33%;ponad benchmark;0.9;0.98;;;;;SGB;
458;SGB Zagraniczny (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2015;1000;1000;codziennie;20.4;absolutnej stopy zwrotu;nie ma;;;;;;;;30%;0;2.3;0;0;30%;ponad benchmark;2.3;2.65;w fundusze PrivatFonds;;;;SGB;
170;Skarbiec - Top Funduszy Akcji SFIO;SFIO;;;;;;;;;;;;;2005;100;50;codziennie;42.8;akcji;70% WIG20;30% 52-tygodniowe bony skarbowe;#NAZWA?;;;;;;max. 25%;0;3;6;0;25%;ponad benchmark;1.75;5.12;ozn spada do 1.75% przy 700 000;g³ównie w inne fundusze;;Skarbiec-Top Funduszy Akcji SFIO;Skarbiec;
459;Skarbiec - Top Funduszy Stabilnych SFIO;SFIO;;;;;;;;;;;;;2005;100;50;codziennie;45.1;mieszane;70% 52-tygodniowe bony skarbowe;30% WIG20;#NAZWA?;;;;;;;0;2;3;0;25%;ponad benchmark;1.33;3.27;ozn spada do 0.25% przy 700 000;;;SKARBIEC-TOP Funduszy Stabilnych SFIO;Skarbiec;
163;Skarbiec Akcja (Skarbiec FIO);FIO;;;;;;;;;;;;;1997;100;50;;372.9;akcji;90% WIG20;10% WIBID 3M;#NAZWA?;;;;;;50%;87.83;4;6;0;25%;ponad benchmark;4.09;4.03;ozn spada do 1.75% przy 700 000;;;Subfundusz Akcji SKARBIEC-AKCJA;Skarbiec;
460;Skarbiec Depozytowy DPW (Skarbiec FIO);FIO;;;;;;;;;;;;;1998;100;50;;231.7;d³u¿ne;90% Citigroup Poland Government Bond Index;10% WIBID 3M;#NAZWA?;;;;;;;;1.55;1;0;25%;ponad benchmark;1.73;1.6;ozn spada do 0.2% przy 700 000;;;Subfundusz D³u¿nych Papierów Wartoœciowych SKARBIEC-DEPOZYTOWY;Skarbiec;
164;Skarbiec Globalny Ma³ych i Œrednich Spó³ek (Skarbiec FIO);FIO;;;;;;;;;;;;;2008;100;50;;28.2;akcji;100% MSCI World Mid Cap Index (USD);#NAZWA?;;;;;;;66%;86.39;4;6;0;25%;ponad benchmark;4.68;4.44;ozn spada do 1.75% przy 700 000;;;Subfundusz Skarbiec - Globalny MiŒ;Skarbiec;
461;Skarbiec III Filar (Skarbiec FIO);FIO;;;;;;;;;;;;;1999;100;50;;163.2;mieszane;70% Citigroup Poland Government Bond Index;30% WIG20;#NAZWA?;;;;;;10%;44.17;3;3;0;25%;ponad benchmark;4.07;3.05;ozn spada do 0.2% przy 700 000;;;Subfundusz SKARBIEC-III FILAR;Skarbiec;
462;Skarbiec Kasa Pieniê¿ny (Skarbiec FIO);FIO;;;;;;;;;;;;;1999;100;50;;272;pieniê¿ne;100% WIBID 6M;#NAZWA?;;;;;;;;;0.9;0;0;25%;ponad benchmark;0.9;0.91;;;;Subfundusz Pieniê¿ny SKARBIEC-KASA;Skarbiec;
463;Skarbiec Lokacyjny (Skarbiec FIO);FIO;;;;;;;;;;;;;2011;1000;100;;285.7;d³u¿ne;90% Citigroup Poland Government Bond Index;10% WIBID 3M;#NAZWA?;;;;;;;;1.55;3;0;25%;ponad benchmark;1.92;1.59;ozn spada do 0.25% przy 700 000;min. 60% w fundusze zagraniczne;;Subfundusz Skarbiec Lokacyjny;Skarbiec;
165;Skarbiec Ma³ych i Œrednich Spó³ek (Skarbiec FIO);FIO;;;;;;;;;;;;;2007;100;50;;153.9;akcji;90% mWIG40;10% WIBID 3M;#NAZWA?;;;;;;66%;90.17;4;6;0;25%;ponad benchmark;4.09;4.04;ozn spada do 1.75% przy 700 000;;;SUBFUNDUSZ SKARBIEC-MA£YCH I ŒREDNICH SPÓ£EK;Skarbiec;
464;Skarbiec Market Neutral (Skarbiec FIO);FIO;;;;;;;;;;;;;2012;1000;100;;15;absolutnej stopy zwrotu;0.1;;;;;;;;50%;72.71;3;6;0;25%;ponad benchmark;4.3;4.2;ozn spada do 1.75% przy 700 000;;;Subfundusz SKARBIEC-MARKET NEUTRAL;Skarbiec;
465;Skarbiec Market Opportunities (Skarbiec FIO);FIO;;;;;;;;;;;;;2007;500;50;;45.7;absolutnej stopy zwrotu;0.1;;;;;;;;;58.64;3;3;0;25%;ponad benchmark;3.13;2.8;ozn spada do 0.25% przy 700 000;;;Subfundusz Skarbiec - Market Opportunities;Skarbiec;
466;Skarbiec Obligacja Instrumentów D³u¿nych (Skarbiec FIO);FIO;;;;;;;;;;;;;1999;100;50;;173.6;d³u¿ne;90% Citigroup Poland Government Bond Index;10% WIBID 3M;#NAZWA?;;;;;;;;1.55;1;0;25%;ponad benchmark;1.94;1.57;ozn spada do 0.2% przy 700 000;;;Subfundusz Instrumentów D³u¿nych SKARBIEC-OBLIGACJA;Skarbiec;
467;Skarbiec Obligacji Globalnych (Skarbiec FIO);FIO;;;;;;;;;;;;;2015;100;50;;234.3;d³u¿ne;100% WIBID 3M;2%;#NAZWA?;;;;;;;;1;1;0;25%;ponad WIBID 3M + 2%;0.25;2.5;ozn spada do 0.2% przy 700 000;;;Subfundusz Skarbiec - Obligacji Globalnych;Skarbiec;
166;Skarbiec Rynków Rozwiniêtych (Skarbiec FIO);FIO;;;;;;;;;;;;;2001;100;50;;17.9;akcji;90% MSCI World;10% WIBID 3M;#NAZWA?;;;;;;50%;0;2.5;6;0;25%;ponad benchmark;3.71;3;ozn spada do 1.75% przy 700 000;min. 66% w inne fundusze;;subfundusz SKARBIEC - RYNKÓW ROZWINIÊTYCH;Skarbiec;
468;Skarbiec Rynków Surowcowych (Skarbiec FIO);FIO;;;;;;;;;;;;;2008;500;100;;57.6;inne;100% Reuters/Jefferies CRB Index;#NAZWA?;;;;;;;66%;0;4;6;0;25%;ponad benchmark;4.19;4.31;ozn spada do 1.75% przy 700 000;;;Subfundusz Skarbiec - Rynków Surowcowych;Skarbiec;
167;Skarbiec Rynków Wschodz¹cych (Skarbiec FIO);FIO;;;;;;;;;;;;;1998;100;50;;11.1;akcji;90% MSCI Emerging Markets;10% WIBID 3M;#NAZWA?;;;;;;66%;0;4;6;0;25%;ponad benchmark;4.54;4.45;ozn spada do 1.75% przy 700 000;;;Subfundusz SKARBIEC – RYNKÓW WSCHODZ¥CYCH;Skarbiec;
168;Skarbiec Spó³ek Wzrostowych (Skarbiec FIO);FIO;;;;;;;;;;;;;2007;1000;100;;292;akcji;90% WIG;10% WIBID 3M;#NAZWA?;;;;;;66%;94.22;4;6;0;25%;ponad benchmark;5.33;4.05;ozn spada do 1.75% przy 700 000;;;Subfundusz Skarbiec - Spó³ek Wzrostowych;Skarbiec;
169;Skarbiec Top Brands (Skarbiec FIO);FIO;;;;;;;;;;;;;2008;500;100;;31;akcji;100% MSCI World;#NAZWA?;;;;;;;66%;89.4;4;6;0;25%;ponad benchmark;4.76;4.55;ozn spada do 1.75% przy 700 000;;;Subfundusz Skarbiec - Top Brands;Skarbiec;
469;Skarbiec Waga Zrównowa¿ony (Skarbiec FIO);FIO;;;;;;;;;;;;;1997;100;50;;129.6;mieszane;60% Citigroup Poland Government Bond Index;40% WIG20;#NAZWA?;;;;;;30%;65.86;4;6;0;25%;ponad benchmark;5.09;4.07;ozn spada do 1.75% przy 700 000;;;Subfundusz Zrównowa¿ony SKARBIEC-WAGA;Skarbiec;
171;SKOK Etyczny 2 (SKOK PARASOL FIO);FIO;;;;;;;;;;;;;2010;200;200;;101.1;akcji;nie ma;;;;;;;;60%;67.75;4;4;0;;;4.11;4.03;ozn spada do 0.5% przy 500 000;;;Subfundusz SKOK Etyczny 2;SKOK;
470;SKOK FIO Rynku Pieniê¿nego;FIO;;;;;;;;;;;;;2004;200;200;;372.4;pieniê¿ne;nie ma;;;;;;;;;;1.25;0;0;;;1.63;1.26;ozn spada do 0% przy 50 000;;;SKOK FIO Rynku Pieniê¿nego;SKOK;
471;SKOK Gotówkowy (SKOK PARASOL FIO);FIO;;;;;;;;;;;;;2010;200;200;;112.2;pieniê¿ne;nie ma;;;;;;;;;;1.45;0;0;;;1.49;1.49;;;;Subfundusz SKOK Gotówkowy;SKOK;
472;SKOK Obligacji (SKOK PARASOL FIO);FIO;;;;;;;;;;;;;2007;200;200;;86.6;d³u¿ne;nie ma;;;;;;;;;;1.65;1;0;;;1.75;1.7;ozn spada do 0.1% przy 500 000;;;Subfundusz SKOK Obligacji;SKOK;
473;SKOK Stabilny Zmiennej Alokacji (SKOK PARASOL FIO);SFIO;;;;;;;;;;;;;2005;200;200;codziennie;23.8;mieszane;nie ma;;;;;;;;max. 40%;14.15;2.5;3;0;;;2.66;2.66;ozn spada do 0.75% przy 500 000;;;Subfundusz SKOK Stabilny ZA;SKOK;
172;Superfund Akcji (Superfund SFIO);SFIO;;;;;;;;;;;;;2007;500;500;codziennie;4.7;akcji;nie ma;;;;;;;;max. 20%;19.97;2.5;5;2;;;3.51;4.16;;;;Superfund Akcji;Superfund;
173;Superfund Akcyjny (Superfund SFIO Portfelowy);SFIO;;;;;;;;;;;;;2013;100;100;codziennie;6.7;akcji;nie ma;;;;;;;;max. 30%;39.88;2.6;5;0;;;3.97;4.63;;g³ównie w inne fundusze;;Akcyjny;Superfund;
474;Superfund Alternatywny (Superfund SFIO Portfelowy);SFIO;;;;;;;;;;;;;2013;100;100;codziennie;4.6;absolutnej stopy zwrotu;nie ma;;;;;;;;max. 40%;3.3;1.5;5;0;;;2.3;8.64;;g³ównie w inne fundusze Superfund;;Alternatywny;Superfund;
475;Superfund BLUE (Superfund SFIO);SFIO;;;;;;;;;;;;;2005;500;500;codziennie;3.1;mieszane;nie ma;;;;;;;;;0;1.2;5;2;;;2.87;7.31;;w fundusz GMP Superfund Blue;;Superfund Subfundusz Blue;Superfund;
476;Superfund Goldfuture (Superfund SFIO);SFIO;;;;;;;;;;;;;2007;500;500;codziennie;5.2;inne;nie ma;;;;;;;;;0;1.5;5;2;;;2.74;8.59;;g³ównie w inne fundusze Superfund;;Superfund GoldFuture;Superfund;
477;Superfund GREEN (Superfund SFIO);SFIO;;;;;;;;;;;;;2005;500;500;codziennie;7.5;mieszane;nie ma;;;;;;;;;0;1.2;5;2;;;1.98;6.31;;g³ównie w inne fundusze Superfund;;Superfund Subfundusz Green;Superfund;
478;Superfund Obligacyjny (Superfund SFIO Portfelowy);SFIO;;;;;;;;;;;;;2013;100;100;codziennie;6;d³u¿ne;nie ma;;;;;;;;;;0.95;2;0;;;2.49;2.88;;;;Obligacyjny;Superfund;
479;Superfund Pieniê¿ny (Superfund SFIO Portfelowy);SFIO;;;;;;;;;;;;;2013;100;100;codziennie;35.2;pieniê¿ne;nie ma;;;;;;;;;;0.7;1;0;;;1.05;1.33;;;;Pieniê¿ny;Superfund;
480;Superfund P³ynnoœciowy (Superfund SFIO);SFIO;;;;;;;;;;;;;2007;500;500;codziennie;85.2;pieniê¿ne;nie ma;;;;;;;;;;0.5;1;0;;;0.77;1.26;;;;SUPERFUND P£YNNOŒCIOWY;Superfund;
481;Superfund RED (Superfund SFIO);SFIO;;;;;;;;;;;;;2005;500;500;codziennie;0.8;mieszane;nie ma;;;;;;;;;0;1.2;5;2;;;4.31;8.79;;g³ównie w inne fundusze Superfund;;Subfundusz Superfund Red;Superfund;
482;Superfund Trend Bis Powi¹zany SFIO;SFIO;;;;;;;;;;;;;2006;500;500;codziennie;10.3;mieszane;nie ma;;;;;;;;;0;1.5;5;0;;;2.24;7.15;;100% w Superfund Trend Podstawowy SFIO;;Superfund Trend powi¹zany Bis FIO;Superfund;
483;Superfund Trend Plus Powi¹zany SFIO kat. Standardowa;SFIO;;;;;;;;;;;;;2006;500;500;codziennie;13.8;mieszane;nie ma;;;;;;;;;0;1.5;5;2;;;2.31;7.31;;100% w Superfund Trend Podstawowy SFIO;;Superfund Trend Powi¹zany Plus FIO;Superfund;
174;Templeton Wzrostowych Akcji Polskich (FT FIO);FIO;;;;;;;;;;;;;2016;0;;;;akcji;;;;;;;;;;92.86;3.2;0;0;;;4.04;4;;;;;Frankln;
175;UniAkcje Biopharma (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2015;1000;100;codziennie;8.7;akcji;nie ma;;;;;;;;;0;2.95;5;0;30%;ponad WIG;2.36;;ozn spada do 0.3% przy 1 000 000;min. 70% w UniSector: BioPharma A;;UniAkcje Biopharma;Uni;
177;UniAkcje Dywidendowy (UniFundusze FIO);FIO;;;;;;;;;;;;;2013;100;100;;46.3;akcji;nie ma;;;;;;;;60%;97.99;4;5;0;;;3.98;4.33;ozn spada do 0.3% przy 1 000 000;;;UNIAKCJE DYWIDENDOWY;Uni;
178;UniAkcje Globalny Dywidendowy (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2015;1000;100;codziennie;5.3;akcji;nie ma;;;;;;;;;0;4;5;0;30%;ponad WIG;2.11;5.48;ozn spada do 0.3% przy 1 000 000;min. 70% w UniInstitutional Global High Dividend Equities;;;Uni;
179;UniAkcje Ma³ych i Œrednich Spó³ek (UniFundusze FIO);FIO;;;;;;;;;;;;;2007;100;100;;212.4;akcji;45% mWIG40;45% sWIG80;10% WIBID 1M;;;;;;70%;90.3;4;5;0;;;4;4.12;ozn spada do 0.3% przy 1 000 000;;;UniAkcje Ma³ych i Œrednich Spó³ek;Uni;
182;UniAkcje Wzrostu (UniFundusze FIO);FIO;;;;;;;;;;;;;2007;100;100;;190;akcji;nie ma;;;;;;;;60%;91.13;3;5;0;22%;ponad 2x WIBID 1Y;4.2;4.17;ozn spada do 0.3% przy 1 000 000;;;UniAkcje Wzrostu;Uni;
176;UniAkcje: Daleki Wschód (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2014;1000;100;codziennie;15.6;akcji;nie ma;;;;;;;;;0;2.95;5;0;30%;ponad WIG;2.95;3.81;ozn spada do 0.3% przy 1 000 000;min. 70% w UniEM Fernost;;UniAkcje: Daleki Wschód;Uni;
180;UniAkcje: Nowa Europa (UniFundusze FIO);FIO;;;;;;;;;;;;;2006;100;100;;40;akcji;nie ma;;;;;;;;60%;82.54;3;5;0;25%;ponad 2x WIBID 1Y;3.65;5.87;ozn spada do 0.3% przy 1 000 000;;;UniAkcje: Nowa Europa;Uni;
181;UniAkcje: Turcja (UniFundusze FIO);FIO;;;;;;;;;;;;;2013;100;100;;38.6;akcji;90% BIST 100 (w PLN);10% WIBID 1M;;;;;;;60%;91.45;4;5;0;;;3.98;4.34;ozn spada do 0.3% przy 1 000 000;;;UniAkcje: Turcja;Uni;
484;UniAktywny Pieniê¿ny (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2015;100;100;codziennie;111.2;pieniê¿ne;1.2x WIBID 3M;;;;;;;;;;0.9;0;0;30%;ponad benchmark;0.98;1.45;;;;Uniaktywny Pieniê¿ny;Uni;
485;UniDolar Pieniê¿ny (USD) (UniFundusze FIO);FIO;;;;;;;;;;;;;2004;4000;4000;;55.1;pieniê¿ne;100% LIBOR USD 1M;;;;;;;;;;1;2;0;;;1.01;1.15;ozn spada do 0.1% przy 1 000 000;;;UniDolar Pieniezny;Uni;
493;UniEURIBOR (EUR);SFIO;;;;;;;;;;;;;2014;160000;4000;codziennie;59.3;mieszane;100% EURIBOR 1M;;;;;;;;;0;2.95;0;0;33%;ponad benchmark;2.94;3.56;;;;UniEURIBOR;Uni;
183;UniKorona Akcje (UniFundusze FIO);FIO;;;;;;;;;;;;;1997;100;100;;665.6;akcji;90% WIG;10% WIBID 12M;;;;;;;60%;93.84;4;5;0;;;4.05;4.08;ozn spada do 0.3% przy 1 000 000;;;UniKorona Akcje;Uni;
486;UniKorona Obligacje (UniFundusze FIO);FIO;;;;;;;;;;;;;1999;100;100;;556.2;d³u¿ne;100% Bloomberg BPOL15;;;;;;;;;;1.5;1;0;25%;ponad benchmark;1.57;1.57;ozn spada do 0.1% przy 1 000 000;;;UniKorona Obligacje;Uni;
487;UniKorona Pieniê¿ny (UniFundusze FIO);FIO;;;;;;;;;;;;;1997;100;100;;3657.6;pieniê¿ne;100% WIBID 3M;;;;;;;;;;0.9;0;0;;;0.97;0.98;;;;UniKorona Pieniê¿ny;Uni;
488;UniKorona Zrównowa¿ony (UniFundusze FIO);FIO;;;;;;;;;;;;;1995;100;100;;340.6;mieszane;50% WIG;50% Bloomberg BPOL15;;;;;;;20%;54.33;3.2;5;0;;;3.32;3.32;ozn spada do 0.3% przy 1 000 000;;;UniKorona Zrównowa¿ony;Uni;
489;UniLokata (UniFundusze FIO);FIO;;;;;;;;;;;;;2012;100;100;;1030.9;d³u¿ne;100% WIBID 1M;#NAZWA?;;;;;;;;;0.9;0;0;;;0.96;0.96;;;;UniLokata;Uni;
490;UniObligacje Aktywny (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2011;160000;100;codziennie;188.8;d³u¿ne;nie ma;;;;;;;;;;2;3;0;30%;ponad 1.5x WIBID 1Y;2.62;2.1;ozn spada do 0.15% przy 1 000 000;;;UniObligacje Aktywny;Uni;
491;UniObligacje: Nowa Europa (UniFundusze FIO);FIO;;;;;;;;;;;;;2007;100;100;;105.9;d³u¿ne;100% Merill Lynch Poland, Hungary, Czech, Turkey, Slovakia Goverment Index (w PLN);;;;;;;;;;2;2;0;;;2.21;2.23;ozn spada do 0.1% przy 1 000 000;;;UniObligacje: Nowa Europa;Uni;
492;UniStabilny Wzrost (UniFundusze FIO);FIO;;;;;;;;;;;;;2007;100;100;;134;mieszane;70% Bloomberg BPOL15;30% WIG;;;;;;;max. 40%;27.15;2.7;3;0;;;2.86;2.86;ozn spada do 0.15% przy 1 000 000;;;UniStabilny Wzrost;Uni;
494;UniWIBID Plus (UniFundusze SFIO);SFIO;;;;;;;;;;;;;2003;160000;10000;codziennie;1307.9;d³u¿ne;100% WIBID 1M;#NAZWA?;;;;;;;;;0.9;0;0;33%;ponad benchmark;1.03;1.03;;;;UniWIBID_Plus;Uni;
